country,latitude,longitude,name,room_types,booked,rating,nights,review,traveler_type,reviewed,review_title
 India,20.5937,78.9629,Pricilla,Junior Suite with King Bed ,2022-04,10.0,2,There are no comments available for this review,Group,2022-04-29,Superb
 India,20.5937,78.9629,Sreejith,Junior Suite with King Bed ,2022-04,9.0,4,There are no comments available for this review,Family,2022-04-28,Superb
 United Arab Emirates,23.4241,53.8478,Geet,Junior Suite with King Bed ,2022-04,9.0,6,There are no comments available for this review,Couple,2022-04-26,Exceptional
 India,20.5937,78.9629,Kartaviya,Junior Suite with King Bed ,2022-04,10.0,4,There are no comments available for this review,Family,2022-04-12,Exceptional
 India,20.5937,78.9629,Nikhil,Three-Bedroom Villa ,2022-04,10.0,5,There are no comments available for this review,Group,2022-04-04,Superb
 India,20.5937,78.9629,Vikas,Junior Suite with King Bed ,2022-02,9.0,2,There are no comments available for this review,Couple,2022-03-29,Exceptional
 India,20.5937,78.9629,Jatinder,Junior Suite with King Bed ,2022-03,10.0,5,There are no comments available for this review,Family,2022-03-27,Exceptional
 India,20.5937,78.9629,Vinod,Three-Bedroom Villa ,2022-03,10.0,3,There are no comments available for this review,Group,2022-03-21,Exceptional
 India,20.5937,78.9629,Swapnil,Junior Suite with King Bed ,2022-03,10.0,3,There are no comments available for this review,Family,2022-03-16,Superb
 India,20.5937,78.9629,Pallavi,Junior Suite with King Bed ,2022-01,9.0,3,There are no comments available for this review,Group,2022-03-08,Very good
 Denmark,56.2639,9.5018,Kim,Junior Suite with King Bed ,2022-03,8.0,4,There are no comments available for this review,Couple,2022-03-08,Exceptional
 India,20.5937,78.9629,Yadav,Junior Suite with King Bed ,2022-03,10.0,3,There are no comments available for this review,Couple,2022-03-07,Exceptional
 India,20.5937,78.9629,Swaroopnath,Junior Suite with King Bed ,2022-03,10.0,2,There are no comments available for this review,Family,2022-03-06,Exceptional
 India,20.5937,78.9629,Vanessa,Junior Suite with King Bed ,2022-02,10.0,3,There are no comments available for this review,Couple,2022-02-26,Superb
 United Kingdom,55.3781,-3.436,Vyshakh_07,Junior Suite with Twin Bed ,2022-02,9.0,4,There are no comments available for this review,Family,2022-02-22,Exceptional
 India,20.5937,78.9629,Rohit,Three-Bedroom Villa ,2022-02,10.0,2,There are no comments available for this review,Group,2022-02-07,Exceptional
 India,20.5937,78.9629,Tushar,Junior Suite with King Bed ,2022-01,10.0,3,There are no comments available for this review,Family,2022-02-07,Exceptional
 India,20.5937,78.9629,Gurleen,Junior Suite with King Bed ,2022-02,10.0,3,There are no comments available for this review,Group,2022-02-05,Exceptional
 India,20.5937,78.9629,Alok,Junior Suite with King Bed ,2022-01,10.0,3,There are no comments available for this review,Couple,2022-01-28,Exceptional
 India,20.5937,78.9629,Kshitij,Junior Suite with Twin Bed ,2021-11,10.0,2,There are no comments available for this review,Solo traveller,2022-01-19,Exceptional
 India,20.5937,78.9629,Manishranjan,Junior Suite with Twin Bed ,2021-12,10.0,4,There are no comments available for this review,Family,2022-01-17,Exceptional
 India,20.5937,78.9629,Shashwath,Junior Suite with King Bed ,2022-01,10.0,3,There are no comments available for this review,Family,2022-01-10,Superb
 Australia,-25.2744,133.7751,Utsav,Three-Bedroom Villa ,2021-12,9.0,3,There are no comments available for this review,Family,2022-01-09,Superb
 India,20.5937,78.9629,Ishita,Junior Suite with King Bed ,2022-01,9.0,3,There are no comments available for this review,Solo traveller,2022-01-08,Exceptional
 India,20.5937,78.9629,Kamini,Junior Suite with King Bed ,2021-12,10.0,3,There are no comments available for this review,Family,2021-12-31,Exceptional
 United Arab Emirates,23.4241,53.8478,Gunapal,Junior Suite with King Bed ,2021-12,10.0,4,There are no comments available for this review,Family,2021-12-30,Superb
 India,20.5937,78.9629,Ajay,Junior Suite with King Bed ,2021-12,9.0,4,There are no comments available for this review,Couple,2021-12-28,Superb
 India,20.5937,78.9629,Sunil,Two-Bedroom Villa with Garden View ,2021-12,9.0,4,There are no comments available for this review,Group,2021-12-21,Superb
 Spain,40.4637,-3.7492,Girish,Junior Suite with King Bed ,2021-11,9.0,3,There are no comments available for this review,Group,2021-12-20,Superb
 India,20.5937,78.9629,Jagdish,Junior Suite with King Bed ,2021-11,9.0,2,There are no comments available for this review,Family,2021-12-17,Superb
 United Arab Emirates,23.4241,53.8478,Vivek,Junior Suite with King Bed ,2021-12,9.0,2,There are no comments available for this review,Couple,2021-12-07,I had a perfect stay. Not sure how many nights i extended one by one - a few :) Great team!!
 Germany,51.1657,10.4515,Lars,Junior Suite with King Bed ,2021-11,10.0,2,There are no comments available for this review,Solo traveller,2021-12-05,Exceptional
 India,20.5937,78.9629,Ajit,Junior Suite with King Bed ,2021-11,10.0,3,There are no comments available for this review,Group,2021-12-04,Superb
 India,20.5937,78.9629,Netish,Junior Suite with King Bed ,2021-11,9.0,4,There are no comments available for this review,Family,2021-11-30,Superb
 India,20.5937,78.9629,Radhika,Junior Suite with Twin Bed ,2021-11,9.0,4,There are no comments available for this review,Family,2021-11-30,Exceptional
 India,20.5937,78.9629,Vardaan,Junior Suite with Twin Bed ,2021-11,10.0,4,There are no comments available for this review,Group,2021-11-29,Superb
 India,20.5937,78.9629,Vaibhav,Junior Suite with Twin Bed ,2021-11,9.0,1,There are no comments available for this review,Group,2021-11-28,Exceptional
 India,20.5937,78.9629,Sharma,Junior Suite with King Bed ,2021-11,10.0,3,There are no comments available for this review,Family,2021-11-24,Exceptional
 India,20.5937,78.9629,Lavanya,Junior Suite with King Bed ,2021-10,10.0,2,There are no comments available for this review,Couple,2021-11-22,Exceptional
 India,20.5937,78.9629,Swapnil,Junior Suite with Twin Bed ,2021-11,10.0,1,There are no comments available for this review,Group,2021-11-20,Exceptional
 India,20.5937,78.9629,Nihal,Junior Suite with King Bed ,2021-11,10.0,3,There are no comments available for this review,Group,2021-11-20,Superb
 India,20.5937,78.9629,Karan,Junior Suite with Twin Bed ,2021-11,9.0,3,There are no comments available for this review,Family,2021-11-16,Very good
 India,20.5937,78.9629,Niraj,Three-Bedroom Villa ,2021-09,8.0,4,There are no comments available for this review,Family,2021-11-11,Superb
 India,20.5937,78.9629,Pooja,Junior Suite with King Bed ,2021-11,9.0,4,There are no comments available for this review,Couple,2021-11-03,Exceptional
 India,20.5937,78.9629,Manish,Junior Suite with King Bed ,2021-10,10.0,2,There are no comments available for this review,Couple,2021-10-25,Superb
 India,20.5937,78.9629,Arjun,Junior Suite with King Bed ,2021-10,9.0,4,There are no comments available for this review,Family,2021-10-21,Exceptional
 India,20.5937,78.9629,Ankit,Junior Suite with King Bed ,2021-10,10.0,2,There are no comments available for this review,Couple,2021-10-19,Exceptional
 India,20.5937,78.9629,Pritam,Junior Suite with King Bed ,2021-10,10.0,4,There are no comments available for this review,Couple,2021-10-15,Very good
 India,20.5937,78.9629,Rajat,Three-Bedroom Villa ,2021-10,8.0,2,There are no comments available for this review,Family,2021-10-14,Exceptional
 India,20.5937,78.9629,Pavan,Junior Suite with King Bed ,2021-09,10.0,2,There are no comments available for this review,Couple,2021-09-26,Superb
 India,20.5937,78.9629,Sukhmeet,Junior Suite with King Bed ,2021-08,9.0,2,There are no comments available for this review,Family,2021-09-26,Exceptional
 India,20.5937,78.9629,Rahulsingh,Junior Suite with King Bed ,2021-09,10.0,3,There are no comments available for this review,Group,2021-09-19,Exceptional
 India,20.5937,78.9629,Rahul,Junior Suite with King Bed ,2021-09,10.0,5,There are no comments available for this review,Family,2021-09-16,Exceptional
 India,20.5937,78.9629,Anish,Junior Suite with King Bed ,2021-09,10.0,2,There are no comments available for this review,Family,2021-09-13,Exceptional
 India,20.5937,78.9629,Vijay,Junior Suite with Twin Bed ,2021-09,10.0,3,There are no comments available for this review,Group,2021-09-05,Very good
 Israel,31.0461,34.8516,Omer,Two-Bedroom Villa with Garden View ,2024-03,8.0,3,There are no comments available for this review,Family,2024-03-18,Exceptional
 United Arab Emirates,23.4241,53.8478,Radhik,Three-Bedroom Villa ,2024-02,10.0,3,There are no comments available for this review,Group,2024-03-17,Superb
 India,20.5937,78.9629,Mahalingam,Junior Suite with Twin Bed ,2023-10,9.0,4,There are no comments available for this review,Group,2023-10-30,Superb
 India,20.5937,78.9629,Nitesh,Junior Suite with King Bed ,2023-09,9.0,4,There are no comments available for this review,Family,2023-09-28,Superb
 United Kingdom,55.3781,-3.436,Rudy,Junior Suite with King Bed ,2023-04,9.0,5,There are no comments available for this review,Solo traveller,2023-04-19,Very good
 Maldives,3.2028,73.2207,Ahmed,Junior Suite with King Bed ,2023-03,8.0,2,There are no comments available for this review,Couple,2023-03-25,Very good
 United States,37.0902,-95.7129,Kunal,Junior Suite with King Bed ,2022-12,8.0,3,There are no comments available for this review,Couple,2023-01-22,Exceptional
 India,20.5937,78.9629,Prasenjit,Junior Suite with Twin Bed ,2023-01,10.0,3,There are no comments available for this review,Family,2023-01-12,Very good
 Australia,-25.2744,133.7751,Sailesh,Two-Bedroom Villa with Garden View ,2022-12,8.0,2,There are no comments available for this review,Group,2022-12-24,Superb
 India,20.5937,78.9629,Hena,Junior Suite with Twin Bed ,2022-12,9.0,2,There are no comments available for this review,Family,2022-12-12,Very good
 India,20.5937,78.9629,Vibhuti,Junior Suite with King Bed ,2022-08,8.0,3,There are no comments available for this review,Solo traveller,2022-09-19,Superb
 India,20.5937,78.9629,Ashish,Junior Suite with Twin Bed ,2022-08,9.0,4,There are no comments available for this review,Group,2022-09-12,Very good
 United Kingdom,55.3781,-3.436,Ramachandran,Junior Suite with King Bed ,2022-09,8.0,2,There are no comments available for this review,Family,2022-09-10,Superb
 India,20.5937,78.9629,Suneil,Junior Suite with Twin Bed ,2022-04,9.0,2,There are no comments available for this review,Group,2022-07-07,Very good
 India,20.5937,78.9629,Shruti,Junior Suite with King Bed ,2022-06,8.0,2,There are no comments available for this review,Family,2022-06-23,Superb
 India,20.5937,78.9629,Reddy,Junior Suite with King Bed ,2022-06,9.0,2,There are no comments available for this review,Family,2022-06-15,Very good
 India,20.5937,78.9629,Sreetej,Junior Suite with Twin Bed ,2022-05,8.0,2,There are no comments available for this review,Family,2022-06-01,Very good
 India,20.5937,78.9629,Rohnya,Three-Bedroom Villa ,2022-05,8.0,2,There are no comments available for this review,Family,2022-05-23,Very good
 United States,37.0902,-95.7129,Venkata,Two-Bedroom Villa with Garden View ,2022-04,8.0,4,There are no comments available for this review,Family,2022-05-16,Superb
 India,20.5937,78.9629,Vijay,Junior Suite with King Bed ,2022-03,9.0,2,There are no comments available for this review,Family,2022-05-16,Superb
 India,20.5937,78.9629,Ajit,Junior Suite with King Bed ,2022-04,9.0,4,There are no comments available for this review,Family,2022-05-05,Superb
 India,20.5937,78.9629,Rao,Junior Suite with King Bed ,2022-03,9.0,2,There are no comments available for this review,Family,2022-04-22,Superb
 India,20.5937,78.9629,Sanjit,Junior Suite with King Bed ,2022-01,9.0,4,There are no comments available for this review,Family,2022-01-31,good stay
 India,20.5937,78.9629,Meenakshi,Two-Bedroom Villa with Garden View ,2022-01,8.0,2,There are no comments available for this review,Group,2022-01-11,Very good
 India,20.5937,78.9629,Prakash,Three-Bedroom Villa ,2021-12,8.0,4,There are no comments available for this review,Group,2021-12-26,Very good
 India,20.5937,78.9629,Roshan,Junior Suite with King Bed ,2021-10,8.0,1,There are no comments available for this review,Couple,2021-12-07,Exceptional
 India,20.5937,78.9629,Gurbaneet,Junior Suite with Twin Bed ,2021-11,10.0,4,There are no comments available for this review,Group,2021-11-29,Superb
 United States,37.0902,-95.7129,Harinder,Junior Suite with King Bed ,2021-10,9.0,4,There are no comments available for this review,Family,2021-11-26,V good
 India,20.5937,78.9629,Ravi,Three-Bedroom Villa ,2021-10,8.0,3,There are no comments available for this review,Family,2021-10-28,Very good
 India,20.5937,78.9629,Srinivasarao,Two-Bedroom Villa with Garden View ,2021-10,8.0,2,There are no comments available for this review,Group,2021-10-22,Superb
 India,20.5937,78.9629,Rahul,Junior Suite with King Bed ,2021-10,9.0,3,There are no comments available for this review,Couple,2021-10-03,Superb
 India,20.5937,78.9629,Kaushal,Junior Suite with King Bed ,2021-08,9.0,2,There are no comments available for this review,Family,2021-08-15,Very good
 Canada,56.1304,-106.3468,Pervinder,Junior Suite with King Bed ,2024-03,8.0,4,There are no comments available for this review,Family,2024-04-06,Exceptional
 India,20.5937,78.9629,Rajesh,Junior Suite with Twin Bed ,2022-12,10.0,3,There are no comments available for this review,Family,2022-12-19,Superb
