name,country,room_types,booked,rating,nights,like_review,traveler_type,reviewed,review_title,longitude,latiude
Abhishek,India,Aguada Cottage Sea View - Twin Bed,2023-01-01,9,2,There are no comments available for this review,Family,2023-02-16,Very good,78.9629,20.5937
Sandeep,India,Aguada Cottage Sea View - King Bed,2023-01-01,9,3,There are no comments available for this review,Couple,2023-01-21,Exceptional,78.9629,20.5937
Priyesh,India,Superior Room Garden View with Sitout - King Bed,2023-01-01,8,3,There are no comments available for this review,Family,2023-01-12,Very good,78.9629,20.5937
Kalyani,India,Superior Room Garden View with Sitout - King Bed,2023-01-01,8,3,There are no comments available for this review,Couple,2023-01-12,Superb,78.9629,20.5937
S,India,Deluxe Room Sea View - King Bed,2022-12-01,10,1,There are no comments available for this review,Couple,2023-01-11,Very good,78.9629,20.5937
Debasish,India,Superior Room Garden View with Sitout - King Bed,2023-01-01,8,3,There are no comments available for this review,Family,2023-01-02,Very good,78.9629,20.5937
Padma,India,Aguada Cottage Sea View - King Bed,2022-12-01,9,3,There are no comments available for this review,Couple,2022-12-28,Superb,78.9629,20.5937
Anshu,India,Deluxe Room Sea View - King Bed,2022-12-01,8,2,There are no comments available for this review,Family,2022-12-25,Very good,78.9629,20.5937
Sekar,United Arab Emirates,Aguada Cottage Garden View - King Bed,2022-11-01,8,4,There are no comments available for this review,Family,2022-12-23,Very good,55.2962,23.4241
Vadde,India,Superior Room Garden View with Sitout - King Bed,2022-12-01,9,2,There are no comments available for this review,Family,2022-12-23,Superb,78.9629,20.5937
Sohail,Canada,Hermitage Villa - Sea View - One Bedroom,2022-12-01,8,5,There are no comments available for this review,Couple,2022-12-21,Very good,-106.3468,56.1304
Aishwary,India,Hermitage Villa With Garden Sitout,2022-12-01,8,1,There are no comments available for this review,Solo traveller,2022-12-18,Very good,78.9629,20.5937
Anil,India,Deluxe Room Sea View with Sitout - Twin Bed,2022-11-01,9,1,There are no comments available for this review,Family,2022-11-13,Very good,78.9629,20.5937
Komal,India,Deluxe Room Sea View - King Bed,2022-10-01,8,2,There are no comments available for this review,Group,2022-10-22,Exceptional,78.9629,20.5937
Srajana,India,Aguada Cottage Garden View - Twin Bed,2022-09-01,8,3,There are no comments available for this review,Family,2022-09-17,Very good,78.9629,20.5937
Atharv,India,Deluxe Room Sea View - King Bed,2022-09-01,8,2,There are no comments available for this review,Solo traveller,2022-09-15,Exceptional,78.9629,20.5937
Divoy,India,Hermitage Villa With Garden Sitout,2022-08-01,10,2,There are no comments available for this review,Couple,2022-09-12,Superb,78.9629,20.5937
Apurva,India,Superior Room Garden View with Sitout - Twin Bed,2022-09-01,8,2,There are no comments available for this review,Group,2022-09-03,Exceptional,78.9629,20.5937
Pankaj,India,Deluxe Room Sea View - Twin Bed,2022-08-01,10,3,There are no comments available for this review,Couple,2022-08-25,Very good,78.9629,20.5937
Amit,India,Deluxe Room Sea View with Sitout - King Bed,2022-08-01,9,1,There are no comments available for this review,Family,2022-08-17,Superb,78.9629,20.5937
Adnan,India,Deluxe Room Sea View with Sitout - King Bed,2022-08-01,10,2,There are no comments available for this review,Couple,2022-08-04,Exceptional,78.9629,20.5937
Venkatesh,India,Deluxe Room Sea View - King Bed,2022-05-01,8,3,There are no comments available for this review,Family,2022-07-04,Superb,78.9629,20.5937
Jumana,India,Superior Room Garden View with Sitout - King Bed,2022-06-01,9,1,There are no comments available for this review,Couple,2022-06-28,Superb,78.9629,20.5937
Swapnil,India,Aguada Cottage Garden View - King Bed,2022-06-01,10,3,There are no comments available for this review,Family,2022-06-01,Very good,78.9629,20.5937
Nitesh,India,Aguada Cottage Sea View - King Bed,2022-05-01,9,3,There are no comments available for this review,Family,2022-05-23,Superb,78.9629,20.5937
Parag,United Kingdom,Superior Room Garden View with Sitout - King Bed,2022-04-01,9,5,There are no comments available for this review,Family,2022-04-30,Very good,-0.1276,55.3781
Csn,India,Deluxe Room Sea View - Twin Bed,2022-04-01,8,1,There are no comments available for this review,Couple,2022-04-30,Very good,78.9629,20.5937
Raj,India,Superior Room Garden View with Sitout - King Bed,2022-04-01,9,1,There are no comments available for this review,Couple,2022-04-18,Very good,78.9629,20.5937
Dr,India,Aguada Cottage Garden View - King Bed,2022-02-01,8,3,There are no comments available for this review,Family,2022-03-04,Very good,78.9629,20.5937
Keerthana,India,Aguada Cottage Garden View - King Bed,2022-02-01,8,2,There are no comments available for this review,Solo traveller,2022-02-28,Superb,78.9629,20.5937
Ramneet,Hong Kong,Superior Room Garden View with Sitout - King Bed,2022-01-01,9,3,There are no comments available for this review,Group,2022-02-06,Very good,114.1694,22.3193
Amar,India,Superior Room Garden View with Sitout - Twin Bed,2022-01-01,8,1,There are no comments available for this review,Family,2022-01-24,Very good,78.9629,20.5937
Shobhit,India,Aguada Cottage Garden View - King Bed,2021-12-01,9,4,There are no comments available for this review,Couple,2021-12-26,Very good,78.9629,20.5937
Riddhi,India,Deluxe Room Sea View with Sitout - King Bed,2021-11-01,8,2,There are no comments available for this review,Couple,2021-11-24,Very good,78.9629,20.5937
Nikhil,India,Superior Room Garden View with Sitout - Twin Bed,2021-10-01,8,3,There are no comments available for this review,Family,2021-11-06,stunning ambience and very friendly staff,78.9629,20.5937
Varun,India,Superior Room Garden View with Sitout - King Bed,2021-10-01,8,3,There are no comments available for this review,Couple,2021-10-28,Superb,78.9629,20.5937
Mandar,India,Superior Room Garden View with Sitout - Twin Bed,2021-10-01,8,6,There are no comments available for this review,Family,2021-10-14,Very good,78.9629,20.5937
Jaydeep,India,Aguada Cottage Garden View - Twin Bed,2021-09-01,9,3,There are no comments available for this review,Couple,2021-09-28,Very good,78.9629,20.5937
Rajib,India,Premium Suite Sea View with Terrace - King Bed,2021-09-01,9,3,There are no comments available for this review,Family,2021-09-28,Superb,78.9629,20.5937
Garg,India,Deluxe Room Sea View - King Bed,2021-09-01,8,1,There are no comments available for this review,Couple,2021-09-08,Very good,78.9629,20.5937
Mackenzie,India,Deluxe Room Sea View - King Bed,2021-08-01,8,1,There are no comments available for this review,Family,2021-08-26,Very good,78.9629,20.5937
Neha,India,Superior Room Garden View with Sitout - King Bed,2021-08-01,9,3,There are no comments available for this review,Family,2021-08-12,Exceptional,78.9629,20.5937
Rishika,India,Superior Room Garden View with Sitout - King Bed,2022-05-01,8,1,There are no comments available for this review,Family,2022-05-22,Exceptional,78.9629,20.5937
Anish,India,Superior Room Garden View with Sitout - King Bed,2024-05-01,8,1,There are no comments available for this review,Family,2024-05-19,Superb,78.9629,20.5937
Jaysinh,United Arab Emirates,Hermitage Villa With Garden Sitout,2024-03-01,10,3,There are no comments available for this review,Couple,2024-03-27,Exceptional,55.2962,23.4241
Afsar,India,Aguada Cottage Garden View - King Bed,2023-10-01,10,3,There are no comments available for this review,Group,2023-12-23,Exceptional,78.9629,20.5937
Randeep,India,Superior Room Garden View with Sitout - Twin Bed,2023-06-01,9,2,There are no comments available for this review,Couple,2023-06-19,Superb,78.9629,20.5937
Anshika,United States,Aguada Cottage Garden View - King Bed,2023-06-01,10,1,There are no comments available for this review,Couple,2023-06-05,Very good,-95.7129,37.0902
Sanjay,India,Deluxe Room Sea View - King Bed,2023-05-01,10,2,There are no comments available for this review,Couple,2023-06-03,Exceptional,78.9629,20.5937
Jehan,India,Aguada Cottage Sea View - King Bed,2023-03-01,9,2,There are no comments available for this review,Family,2023-05-15,Exceptional,78.9629,20.5937
Shiv,India,Aguada Cottage Garden View - King Bed,2022-12-01,8,3,There are no comments available for this review,Family,2022-12-15,Disappointing,78.9629,20.5937
Heena,India,Superior Room Garden View with Sitout - King Bed,2022-07-01,10,1,There are no comments available for this review,Couple,2022-07-30,Pleasant,78.9629,20.5937
Shanu,India,Deluxe Room Sea View - King Bed,2021-09-01,10,1,There are no comments available for this review,Family,2021-09-28,Good,78.9629,20.5937
Hasim,India,Aguada Cottage Garden View - King Bed,2023-09-01,4,1,There are no comments available for this review,Couple,2023-09-26,Good,78.9629,20.5937
Michelle,United Kingdom,Deluxe Room Sea View - King Bed,2023-09-01,6,1,There are no comments available for this review,Couple,2023-09-15,Good,-0.1276,55.3781
Vishal,India,Superior Room Garden View with Sitout - King Bed,2023-05-01,7,2,There are no comments available for this review,Family,2023-05-30,Pleasant,78.9629,20.5937
Rahul,India,Premium Suite Sea View with Terrace - King Bed,2022-12-01,7,3,There are no comments available for this review,Couple,2022-12-30,Pleasant,78.9629,20.5937
Dr,India,Hermitage Villa - Sea View - One Bedroom,2022-11-01,7,2,There are no comments available for this review,Family,2022-11-07,Good,78.9629,20.5937
Abdul,India,Superior Room Garden View with Sitout - King Bed,2022-09-01,6,3,There are no comments available for this review,Family,2022-10-07,Poor,78.9629,20.5937
Prince,India,Superior Room Garden View with Sitout - Twin Bed,2022-01-01,6,1,There are no comments available for this review,Group,2022-04-11,Good,78.9629,20.5937
Pooja,India,Superior Room Garden View with Sitout - King Bed,2022-01-01,7,3,There are no comments available for this review,Group,2022-01-26,Good,78.9629,20.5937
Sagar,India,Aguada Cottage Sea View - King Bed,2022-01-01,3,1,There are no comments available for this review,Couple,2022-01-06,Pleasant,78.9629,20.5937
Purvesh,India,Deluxe Room Sea View - King Bed,2021-11-01,7,2,There are no comments available for this review,Family,2021-11-03,Good,78.9629,20.5937
Kiran,India,Premium Suite Sea View with Terrace - King Bed,2023-12-01,7,1,There are no comments available for this review,Family,2023-12-18,Good,78.9629,20.5937
Joanne,United Arab Emirates,Aguada Cottage Sea View - King Bed,2023-12-01,6,5,There are no comments available for this review,Family,2023-12-18,Passable,55.2962,23.4241
Satya,India,Aguada Cottage Garden View - King Bed,2023-12-01,7,1,There are no comments available for this review,Group,2023-12-08,Good,78.9629,20.5937
Mansi,India,Deluxe Room Sea View with Sitout - King Bed,2023-10-01,7,2,There are no comments available for this review,Solo traveller,2023-11-14,Passable,78.9629,20.5937
Hasim,India,Aguada Cottage Sea View - King Bed,2023-10-01,5,2,There are no comments available for this review,Couple,2023-10-06,Good,78.9629,20.5937
Sita,India,Premium Suite Sea View with Terrace - King Bed,2023-09-01,7,4,There are no comments available for this review,Family,2023-09-25,Good,78.9629,20.5937
Ann,India,Deluxe Room Sea View - King Bed,2023-08-01,5,1,There are no comments available for this review,Couple,2023-08-28,Good,78.9629,20.5937
Agarwal,India,Aguada Cottage Garden View - King Bed,2023-08-01,7,1,There are no comments available for this review,Couple,2023-08-22,Good,78.9629,20.5937
Indrajit,India,Deluxe Room Sea View with Sitout - King Bed,2023-07-01,7,1,There are no comments available for this review,Family,2023-08-01,Good,78.9629,20.5937
Manohar,India,Deluxe Room Sea View - King Bed,2023-06-01,7,1,There are no comments available for this review,Family,2023-06-26,Passable,78.9629,20.5937
Manohar,India,Deluxe Room Sea View - King Bed,2023-06-01,7,1,There are no comments available for this review,Family,2023-06-26,Passable,78.9629,20.5937
Phalguni,India,Superior Room Garden View with Sitout - King Bed,2023-04-01,7,1,There are no comments available for this review,Solo traveller,2023-05-22,Good,78.9629,20.5937
Chethan,India,Premium Suite Sea View with Terrace - King Bed,2023-04-01,5,2,There are no comments available for this review,Family,2023-04-19,Pleasant,78.9629,20.5937
Simon,United Kingdom,Superior Room Garden View with Sitout - King Bed,2023-04-01,5,1,There are no comments available for this review,Solo traveller,2023-04-13,Good,-0.1276,55.3781
Pote,India,Deluxe Room Sea View - King Bed,2023-03-01,7,3,There are no comments available for this review,Family,2023-03-02,Pleasant,78.9629,20.5937
Singh,India,Superior Room Garden View with Sitout - King Bed,2023-01-01,6,1,There are no comments available for this review,Couple,2023-01-30,Good,78.9629,20.5937
Bruce,India,Aguada Cottage Garden View - King Bed,2023-01-01,7,3,There are no comments available for this review,Family,2023-01-22,Pleasant,78.9629,20.5937
Abhinav,India,Aguada Cottage Sea View - King Bed,2022-12-01,6,2,There are no comments available for this review,Family,2023-01-19,Good,78.9629,20.5937
Pavan,India,Deluxe Room Sea View - King Bed,2022-12-01,7,3,There are no comments available for this review,Family,2022-12-27,Pleasant,78.9629,20.5937
Raman,United States,Deluxe Room Sea View - King Bed,2022-11-01,6,2,There are no comments available for this review,Family,2022-12-22,Good,-95.7129,37.0902
Nikhil,India,Deluxe Room Sea View - King Bed,2022-12-01,7,3,There are no comments available for this review,Family,2022-12-12,Good,78.9629,20.5937
Harpreet,India,Superior Room Garden View with Sitout - Twin Bed,2022-11-01,6,1,There are no comments available for this review,Family,2022-12-02,Pleasant,78.9629,20.5937
Priya,India,Superior Room Garden View with Sitout - Twin Bed,2022-10-01,7,2,There are no comments available for this review,Family,2022-11-27,Good,78.9629,20.5937
Vankayalapati,India,Superior Room Garden View with Sitout - King Bed,2022-10-01,7,2,There are no comments available for this review,Family,2022-10-09,Good,78.9629,20.5937
Kirti,India,Deluxe Room Sea View with Sitout - King Bed,2022-08-01,6,1,There are no comments available for this review,Family,2022-09-11,Passable,78.9629,20.5937
Julie,United Arab Emirates,Aguada Cottage Sea View - Twin Bed,2022-05-01,7,5,There are no comments available for this review,Group,2022-05-05,Good,55.2962,23.4241
Ashisj,India,Superior Room Garden View with Sitout - Twin Bed,2022-02-01,7,1,There are no comments available for this review,Couple,2022-02-21,Good,78.9629,20.5937
